Table S1. WOS abstracts associated with baijiu,,,,,,,,,,,,,,,,,
RowID,Authors,Article Title,Source Title,Source Title - Korean,Volume,Issue,Start Page,End Page,Article Number,DOI,Publication Year,Abstract,ISSN,eISSN,UT (Unique ID),Pubmed Id,
28,Gong Luchan; Ren Cong; Gao Jiangjing; Xu Yan,Construction of p-cresol reduction recombinant lactic acid bacterium to decrease p-cresol in Chinese liquor fermentation,Microbiology China,,47,3,749,758,0253-2654(2020)47:3<749:ZZ4JJB>2.0.TX;2-I,,2020,"[Background] p-cresol is an off-odor in a variety of fermented foods. With low threshold, ppm's p-cresol can adversely affect the flavor of Chinese liquor. [Objective] Recombinant lactic acid bacterium with p-cresol reduction capability was constructed and tested in Chinese liquor fermentation. [Methods] The genes (creI and creH) coding 4-methylbenzyl phosphate synthase were cloned from Corynebacterium glutamicum and ectopically expressed in Lactobacillus brevis. The reduction capability of creIH overexpression strain was determined in Chinese liquor fermentation. [Results] The creIH overexpression strain eliminated p-cresol up to 2 130 mug/L in liquid medium and 530 mug/kg in simulated solid-state fermented grains. The reduction rate in simulated solid-state fermentation reached 37.9%. [Conclusion] This is the first report that lactic acid bacterium with p-cresol reducing capability was constructed. It provides a novel strategy to eliminate p-cresol in Chinese liquor fermentation.",0253-2654,,CSCD:6673643,,
29,"Wu, Xiaohong; Zhu, Jin; Wu, Bin; Zhao, Chao; Sun, Jun; Dai, Chunxia",Discrimination of Chinese Liquors Based on Electronic Nose and Fuzzy Discriminant Principal Component Analysis,FOODS,,8,1,,,38,10.3390/foods8010038,2019,"The detection of liquor quality is an important process in the liquor industry, and the quality of Chinese liquors is partly determined by the aromas of the liquors. The electronic nose (e-nose) refers to an artificial olfactory technology. The e-nose system can quickly detect different types of Chinese liquors according to their aromas. In this study, an e-nose system was designed to identify six types of Chinese liquors, and a novel feature extraction algorithm, called fuzzy discriminant principal component analysis (FDPCA), was developed for feature extraction from e-nose signals by combining discriminant principal component analysis (DPCA) and fuzzy set theory. In addition, principal component analysis (PCA), DPCA, K-nearest neighbor (KNN) classifier, leave-one-out (LOO) strategy and k-fold cross-validation (k = 5, 10, 20, 25) were employed in the e-nose system. The maximum classification accuracy of feature extraction for Chinese liquors was 98.378% using FDPCA, showing this algorithm to be extremely effective. The experimental results indicate that an e-nose system coupled with FDPCA is a feasible method for classifying Chinese liquors.",,2304-8158,WOS:000457154000002,30669607,
30,Nie Qingqing; Xu Yan; Fan Wenlai,Quantification of gamma-lactones in Baijiu with Solid Phase Extraction(SPE)-gas Chromatography Mass Spectrometry(GC-MS),Food and Fermentation Industries,,38,4,159,164,0253-990X(2012)38:4<159:GXCQJH>2.0.TX;2-V,,2012,"gamma-Lactones is a kind of important aroma compound existing in several food products(such as fruit,wine and baijiu).On the base of the important role in the aroma and flavor of food,8 gamma-lactones in Chinese liquors(baijiu) were identified and quantified using the method of liquid-liquid extraction(LLE) and solid phase extraction(SPE) coupled with gas chromatography mass spectrometry(GC-MS),respectively.This method was shown to be rapid,selective and with high correlation coefficient(R~2¡Ý0.9908,gamma-dodecalactone).The detection limits of the method range from 0.22mug/L(gamma-decalactone) to 4.30mug/L(gamma-nonalatone),and well below the olfactory thresholds of compounds.The relative standard deviation(RSD) is less than 15%.This method can applied to gamma-lactones quantification in Chinese liquors.",0253-990X,,CSCD:4581641,,
31,Qiu Bingsheng,Effect of mixed culture on fermentation efficiency and flavor compounds in Chinese liquor,Microbiology China,,41,7,1477,1478,0253-2654(2014)41:7<1477:HJFJDB>2.0.TX;2-C,,2014,,0253-2654,,CSCD:5198672,,
32,"Wu, Jian-Feng; Xu, Yan",Comparison of Pyrazine Compounds in Seven Chinese Liquors Using Headspace Solid-phase Micro-extraction and GC-Nitrogen Phosphourus Detection,FOOD SCIENCE AND BIOTECHNOLOGY,,22,5,1253,1258,,10.1007/s10068-013-0209-3,2013,"Pyrazine compounds in Chinese liquors are one of the most important factors that affect the flavor. However, only limited information is available regarding pyrazine compounds in Chinese liquors. An analytical method for pyrazine compounds (9 pyrazines) was developed using head space solid phase microextraction (HS-SMPE) and gas chromatography with nitrogen-phosphorus detection (GC-NPD). Pyrazine compounds in different types of Chinese liquors collected from different plants were also evaluated and compared by the methods devised in this study. The linearity and recovery with this method were satisfactory in all test cases. Quantitative results revealed that concentrations of 7 pyrazines were higher in the liquors from King's Luck than from other plants. Further research is needed on the mechanism responsible for high concentrations of pyrazine compounds in Chinese liquors.",1226-7708,2092-6456,WOS:000326044400010,,
33,Li Xiaoxia; Li Jingjing; Zhang Xiuhong,Screening and identification of strains for tetramethyl pyrazine producing from Daqu for light fragrant Chinese-liquor making,Food and Machinery,,32,6,49,51,1003-5788(2016)32:6<49:FJDQZG>2.0.TX;2-1,,2016,"Total 15 strains of Bacillus were isolated from Daqu for light fragrant Chinese liquor brewing. Their micro-morphology and clone characterize were observed. Three strains with higher TTMP yield were selected by gas chromatorgraphy,and identified as two Bacillus subtilis and one Bacillus flexus , and numbered as B76, B83 and B64,respectively,by molecular method. It broadens the strains for TTMP producing, laid a foundation for TTMP practical application in the future.",1003-5788,,CSCD:5750030,,
34,DU Hai; FAN Wen-lai; XU Yan,Quantification of two off-flavor compounds in Chinese liquor using headspace solid phase microextraction and gas chromatography-mass spectrometry,Science & Technology of Food Industry,,,1,373,"375,377",1002-0306(2010)1<373:DKGXWC>2.0.TX;2-D,,2010,"A rapid method for quantification of two off-flavor compounds, 3-octanol, 1-octen-3-ol, with low threshold in Chinese liquor using headspace solid-phase microextraction (HS-SPME)following by gas chromatography-mass spectrometry(GC-MS) was presented.The extraction conditions were optimized in order to get the best compromise for the simultaneous analysis of the two compounds.The optimized conditions consisted of 8mL liquor sample diluted to a final concentration 5% vol alcohol, extracted in headspace mode at 60¡æ for 45min.The method displayed good linearity(R~2 > 0.999)over the concentration ranges explored in Chinese liquor.The analytical conditions enable the quantification of the analyzes below their respective organoleptic perception thresholds in Chinese liquor.The results showed that the presented analytical method provided a selective and sensitive technique to further investigate the off-flavor compounds with low threshold in Chinese liquor.",1002-0306,,CSCD:3830860,,
35,HU Keping; CHENG Jinsong; YANG Yi; CAO Lei; WU Jie,Analysis of Flavor Components in Chinese Liquor by Fast Capillary Gas Chromatography,Journal of Analytical Science,,24,3,323,326,1006-6144(2008)24:3<323:KSMXGQ>2.0.TX;2-Q,,2008,"A fast capillary gas chromatography is established to analyze the flavor components in Chinese liquor.The separation of alcohols,aldehydes,acids and esters was achieved within 10 min.Compared with conventional capillary gas chromatography,it is less time-consumption with good repeatability and recovery.",1006-6144,,CSCD:3308288,,
36,Wang Shiwei; Wang Qinghui; Lu Lijun; Feng Yingzhi; Li Xiaopeng; Tang Haiping,"Research Progress of the Microbial Diversity, Enzyme System and Formation of Flavor Compounds in Chinese Flavor Liquor",Journol of Agricultural Biotechnology,,25,12,2038,2051,1674-7968(2017)25:12<2038:BJNZWS>2.0.TX;2-E,,2017,"The Chinese-flavor liquor has developed quickly and have achieved higher market share in varied drink styles.With the further study of Chinese liquor, people have a deep understanding of microorganism and their enzyme system used as important factors in producing of Chinese liquor gradually. The importance of the microorganism and enzyme system has been highlighted. In the traditional Chinese liquor- brewing process, the microorganism and their enzyme play vital roles in flavor, quality of product and liquor rate. The flavor materials in Chinese liquor are formed resulting from the mutual overlapping reaction among Mailard reaction and the enzyme reaction of the microorganism species cultured in Daqu(starter), fermented grains and pit mud. The enzyme system and activity of microorganism from the unique brewing technique for Chinese liquor with different flavor were analysed and the latest researched achievement were reviewed in this paper. The relationship between the enzyme system and the biological indexes of liquor, the flavoring substance and the quality was elaborated in this paper. It will provide a scientific reference for improving the quality of liquor and the flavor of liquor, also for making full use of white wine brewing microorganism and enzyme resource.",1674-7968,,CSCD:6131624,,
37,"Fan, WL; Qian, MC",Identification of aroma compounds in Chinese 'Yanghe Daqu liquor by normal phase chromatography fractionation followed by gas chromatography olfactometry,FLAVOUR AND FRAGRANCE JOURNAL,,21,2,333,342,,10.1002/ffj.1621,2006,"Aroma compounds in Chinese 'Yanghe Daqu' liquor were investigated with normal phase chromatography fractionation followed by gas chromatography-olfactometry (GC-O). Yanghe Daqu liquor was extracted with Freon 11, and then separated into acidic and neutral/basic fractions. The neutral/basic fraction was further separated into four fractions, using silica gel normal phase chromatography. Aroma compounds in each fraction were analysed by GCO and GC-MS. The results showed that Yanghe Daqu liquor aroma was mainly contributed by esters and fatty acids. Among them, ethyl hexanoate (Osme value =15), ethyl butanoate (Osme value >= 14) were probably the most important esters, based on their Osme values. In addition, ethyl octanoate, 3-methylbutyl hexanoate and ethyl pentanoate could be important (Osme values 40). Acids with high Osme value included hexanoic, butanoic, 3-methylbutanoic and pentanoic acids. They contributed to sour, acid, cheesy and sweaty aromas. I-Hexanol and 3-methylbutanol also had high Osme values. In addition, 4-ethylguaiacol, 4-methylguaiacol and 4-ethylphenol were identified in Yanghe Daqu liquor and they contributed to clove, sweet, smoky and goaty aromas. 1,1-Diethoxy ethane, 1, 1-diethoxy-2-methylpropane and 1,1-diethoxy3-methylbutane were identified and they gave fruity and floral aromas. Copyright (c) 2005 John Wiley & Sons, Ltd.",0882-5734,1099-1026,WOS:000235913100036,,
38,"Yao, Feng; Yi, Bin; Shen, Caihong; Tao, Fei; Liu, Yumin; Lin, Zhixin; Xu, Ping",Chemical Analysis of the Chinese Liquor Luzhoulaojiao by Comprehensive Two-Dimensional Gas Chromatography/Time-of-Flight Mass Spectrometry,SCIENTIFIC REPORTS,,5,,,,9553,10.1038/srep09553,2015,"Luzhoulaojiao liquor is a type of Chinese liquor that dates back hundreds of years, but whose precise chemical composition remains unknown. This paper describes the screening of the liquor and the identification of its compounds using comprehensive two-dimensional gas chromatography/time-of-flight mass spectrometry (GC x GC/TOF-MS). Samples were prepared by both liquid-liquid extraction and solid-phase microextraction, which facilitated the detection of thousands of compounds in the liquor, thus demonstrating the superior performance of the proposed method over those reported in previous studies. A total of 320 compounds were common to all 18 types of Luzhoulaojiao liquor studied here, and 13 abundant and potentially bioactive compounds were further quantified. The results indicated that the high-performance method presented here is well suited for the detection and identification of compounds in liquors. This study also contributes to enriching our knowledge of the contents of Chinese liquors.",2045-2322,,WOS:000352638200001,25857434,
